
----------------------------------------------- [START 2024-09-03 14:38:06] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
   1.0  |  0.211  87.561  12.386  95.324  |   0.178  91.896  |  87.561  12.386  95.324  |  0 hr 02 min   0
   2.0  |  0.201  93.902   6.120  98.260  |   0.111  95.214  |  93.902   6.120  98.260  |  0 hr 04 min   0
   3.0  |  1.066  89.756  10.145  95.987  |   0.080  96.632  |  93.902   6.120  98.260  |  0 hr 06 min   0
   4.0  |  0.263  93.902   6.120  98.483  |   0.066  97.281  |  93.902   6.120  98.483  |  0 hr 09 min   0
   5.0  |  0.673  89.146  10.819  96.565  |   0.056  97.729  |  93.902   6.120  98.483  |  0 hr 11 min   0
   6.0  |  0.291  89.268  10.747  96.823  |   0.049  98.009  |  93.902   6.120  98.483  |  0 hr 13 min   0
   7.0  |  0.904  94.390   5.518  99.127  |   0.044  98.222  |  94.390   5.518  99.127  |  0 hr 16 min   0
   8.0  |  0.950  86.951  13.060  94.993  |   0.041  98.361  |  94.390   5.518  99.127  |  0 hr 18 min   0
   9.0  |  0.535  92.561   7.542  97.691  |   0.038  98.507  |  94.390   5.518  99.127  |  0 hr 21 min   0
  10.0  |  0.894  91.585   8.434  97.375  |   0.035  98.614  |  94.390   5.518  99.127  |  0 hr 23 min   0
  11.0  |  0.474  89.268  10.747  96.691  |   0.033  98.721  |  94.390   5.518  99.127  |  0 hr 25 min   0
  12.0  |  0.341  93.049   6.940  97.971  |   0.031  98.801  |  94.390   5.518  99.127  |  0 hr 28 min   0
  13.0  |  0.249  93.049   6.940  98.159  |   0.030  98.846  |  94.390   5.518  99.127  |  0 hr 30 min   0
  14.0  |  0.236  87.683  12.313  95.766  |   0.028  98.899  |  94.390   5.518  99.127  |  0 hr 32 min   0
  15.0  |  0.313  92.317   7.687  98.069  |   0.027  98.956  |  94.390   5.518  99.127  |  0 hr 35 min   0
  16.0  |  0.426  93.049   6.940  98.814  |   0.026  99.005  |  94.390   5.518  99.127  |  0 hr 37 min   0
  17.0  |  0.812  92.317   7.687  97.601  |   0.025  99.040  |  94.390   5.518  99.127  |  0 hr 39 min   0
  18.0  |  0.768  84.756  15.301  94.726  |   0.024  99.068  |  94.390   5.518  99.127  |  0 hr 41 min   0
  19.0  |  0.145  92.317   7.687  97.446  |   0.024  99.099  |  94.390   5.518  99.127  |  0 hr 44 min   0
  20.0  |  0.308  95.976   3.952  99.517  |   0.023  99.135  |  95.976   3.952  99.517  |  0 hr 46 min   0
  21.0  |  0.616  91.585   8.434  96.565  |   0.022  99.159  |  95.976   3.952  99.517  |  0 hr 49 min   0
  22.0  |  0.308  89.268  10.747  95.722  |   0.022  99.185  |  95.976   3.952  99.517  |  0 hr 51 min   0
  23.0  |  1.632  78.780  21.349  87.207  |   0.021  99.204  |  95.976   3.952  99.517  |  0 hr 53 min   0
  24.0  |  0.756  87.683  12.313  95.400  |   0.020  99.229  |  95.976   3.952  99.517  |  0 hr 56 min   0
  25.0  |  1.666  87.683  12.313  94.565  |   0.020  99.244  |  95.976   3.952  99.517  |  0 hr 58 min   0
  26.0  |  0.925  84.634  15.373  93.376  |   0.020  99.264  |  95.976   3.952  99.517  |  1 hr 00 min   0
  27.0  |  0.481  92.195   7.759  97.504  |   0.019  99.277  |  95.976   3.952  99.517  |  1 hr 03 min   0
  28.0  |  0.446  93.049   6.940  98.183  |   0.019  99.291  |  95.976   3.952  99.517  |  1 hr 05 min   0
  29.0  |  0.281  94.634   5.373  98.600  |   0.018  99.304  |  95.976   3.952  99.517  |  1 hr 07 min   0
  30.0  |  0.677  90.732   9.253  97.010  |   0.018  99.319  |  95.976   3.952  99.517  |  1 hr 10 min   0
  31.0  |  0.147  93.049   6.940  98.139  |   0.018  99.334  |  95.976   3.952  99.517  |  1 hr 12 min   0
  32.0  |  0.965  87.683  12.313  94.774  |   0.017  99.346  |  95.976   3.952  99.517  |  1 hr 14 min   0
  33.0  |  0.858  90.000  10.000  95.803  |   0.017  99.361  |  95.976   3.952  99.517  |  1 hr 16 min   0
  34.0  |  0.672  89.268  10.747  96.891  |   0.017  99.375  |  95.976   3.952  99.517  |  1 hr 19 min   0
  35.0  |  0.351  91.463   8.506  97.465  |   0.016  99.386  |  95.976   3.952  99.517  |  1 hr 21 min   0
  36.0  |  1.204  86.951  13.060  95.345  |   0.016  99.397  |  95.976   3.952  99.517  |  1 hr 24 min   0
  37.0  |  1.614  83.659  16.265  92.098  |   0.016  99.403  |  95.976   3.952  99.517  |  1 hr 26 min   0
  38.0  |  0.484  93.902   6.120  98.739  |   0.016  99.415  |  95.976   3.952  99.517  |  1 hr 28 min   0
  39.0  |  0.344  93.171   6.867  98.738  |   0.015  99.426  |  95.976   3.952  99.517  |  1 hr 31 min   0
  40.0  |  0.512  90.122   9.928  96.914  |   0.015  99.431  |  95.976   3.952  99.517  |  1 hr 33 min   0
